Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
22.0,1,1,11.0,2,2,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0,0
35.0,1,1,7.0,2,1,4,2.0,0,3.0,3,4.0,0,1,1,2.0,1,21958.0,0
35.0,1,3,23.0,2,2,3,3.0,1,5.0,0,4.0,1,3,1,1.0,2,23966.0,0
35.0,1,1,9.0,3,1,3,5.0,0,5.0,3,3.0,0,1,1,1.0,1,23059.0,0
53.0,1,3,6.0,3,1,2,3.0,1,5.0,3,1.0,0,2,1,1.0,2,23381.0,0
41.0,1,1,11.0,3,2,2,1.0,0,3.0,0,3.0,1,1,1,1.0,1,17127.0,0
54.0,1,3,31.0,2,2,4,4.0,3,5.0,2,8.0,1,3,1,3.0,3,29126.0,1
34.0,1,1,12.0,2,1,4,5.0,0,3.0,0,3.0,0,2,0,3.0,1,21589.0,0
37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,1,0,2.0,1,17073.0,1
48.0,1,1,12.0,2,2,3,4.0,2,3.0,0,,0,2,0,2.0,4,36978.0,0
39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,1.0,2,24423.0,0
48.0,0,1,6.0,3,2,2,1.0,4,3.0,2,3.0,0,2,0,0.0,0,31885.0,0
24.0,1,1,15.0,3,2,4,5.0,0,3.0,3,3.0,1,4,1,3.0,1,22667.0,1
36.0,1,1,23.0,3,2,3,3.0,0,4.0,0,2.0,0,3,1,2.0,1,21104.0,0
41.0,1,3,17.0,3,2,4,5.0,3,4.0,1,4.0,0,4,0,1.0,3,28383.0,0
59.0,0,1,9.0,2,2,3,5.0,0,3.0,1,2.0,1,2,0,1.0,1,21058.0,1
27.0,0,1,,1,2,2,4.0,1,5.0,0,6.0,0,3,0,1.0,2,,0
34.0,1,2,10.0,2,2,3,4.0,0,4.0,1,5.0,1,5,0,2.0,1,20955.0,0
29.0,1,1,34.0,2,1,3,3.0,0,3.0,1,5.0,0,5,1,0.0,1,17514.0,0
35.0,1,1,7.0,2,2,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,24162.0,0
35.0,1,1,15.0,2,1,3,4.0,1,5.0,1,5.0,0,5,1,2.0,2,23799.0,0
33.0,1,1,11.0,2,1,4,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24840.0,0
,1,1,8.0,3,1,3,4.0,1,3.0,0,7.0,0,5,1,0.0,2,18448.0,0
53.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,4,1,0.0,4,34094.0,0
40.0,0,1,9.0,1,1,4,4.0,3,3.0,2,2.0,0,2,1,2.0,3,29616.0,0
35.0,0,1,8.0,2,1,3,3.0,1,5.0,1,3.0,0,4,1,2.0,2,20093.0,0
32.0,1,3,13.0,2,2,4,6.0,1,3.0,0,6.0,1,3,1,2.0,2,24850.0,1
36.0,1,1,14.0,1,1,2,3.0,3,3.0,1,2.0,0,4,1,1.0,3,25096.0,0
37.0,0,1,11.0,2,1,4,4.0,1,4.0,1,2.0,0,3,1,2.0,2,23809.0,0
47.0,1,1,8.0,2,1,2,3.0,4,3.0,1,2.0,1,4,1,0.0,0,31752.0,0
48.0,1,1,6.0,2,1,2,4.0,4,5.0,0,1.0,0,4,0,1.0,0,30402.0,0
55.0,1,1,8.0,2,1,3,3.0,4,3.0,2,3.0,1,5,0,1.0,0,31659.0,0
47.0,1,2,12.0,3,2,4,4.0,1,4.0,1,2.0,1,5,1,3.0,2,23699.0,0
54.0,0,1,17.0,3,1,2,3.0,4,3.0,1,4.0,0,3,1,0.0,0,31032.0,0
42.0,0,2,8.0,3,2,3,1.0,1,5.0,0,1.0,0,2,0,2.0,2,21272.0,0
,1,1,15.0,2,2,1,4.0,0,3.0,2,1.0,0,2,1,0.0,1,,0
31.0,1,1,14.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,16261.0,1
51.0,1,1,9.0,1,1,2,3.0,3,3.0,1,3.0,0,4,1,1.0,3,28116.0,0
57.0,1,1,31.0,2,2,4,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21265.0,1
33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0,0
44.0,1,1,10.0,2,2,4,6.0,2,,0,5.0,0,5,1,3.0,4,38418.0,0
,1,1,12.0,3,1,3,4.0,1,3.0,2,2.0,1,4,1,1.0,2,,0
36.0,1,1,15.0,3,2,2,4.0,1,4.0,1,3.0,1,4,0,1.0,2,23847.0,0
23.0,1,1,18.0,3,1,3,4.0,0,4.0,1,3.0,0,1,1,2.0,1,20922.0,0
27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,0,0.0,1,17024.0,0
41.0,1,3,17.0,1,1,3,5.0,1,4.0,1,2.0,0,5,1,2.0,2,25530.0,0
33.0,1,1,8.0,3,2,3,3.0,0,3.0,2,5.0,0,3,0,2.0,1,17496.0,0
44.0,1,1,18.0,2,2,2,4.0,3,3.0,1,3.0,0,1,1,1.0,3,26188.0,0
33.0,1,1,13.0,2,2,3,4.0,0,3.0,3,5.0,0,2,0,2.0,1,21716.0,0
28.0,1,1,18.0,2,2,4,4.0,0,5.0,0,2.0,0,5,1,3.0,1,20777.0,0
25.0,2,3,,2,2,3,4.0,0,5.0,0,4.0,0,1,1,0.0,1,,1
29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,2,0,2.0,1,23614.0,0
47.0,1,3,9.0,3,1,3,4.0,2,5.0,2,,0,1,1,2.0,4,37625.0,0
37.0,1,3,9.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,1.0,3,22428.0,0
27.0,1,1,12.0,3,1,3,4.0,0,3.0,1,1.0,0,1,0,1.0,1,17187.0,0
37.0,0,3,15.0,1,2,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23757.0,0
24.0,1,1,6.0,3,2,3,3.0,0,3.0,0,3.0,1,3,1,2.0,1,17293.0,1
38.0,1,2,13.0,2,2,4,4.0,0,5.0,1,6.0,1,1,0,3.0,1,20751.0,1
43.0,1,3,31.0,3,2,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0,0
55.0,0,2,33.0,2,1,2,3.0,4,3.0,2,,1,3,1,1.0,0,36006.0,0
38.0,0,1,29.0,2,2,2,4.0,3,3.0,3,1.0,0,3,1,0.0,3,24526.0,0
33.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,1,0,0.0,2,20487.0,0
39.0,1,3,7.0,2,0,3,5.0,1,3.0,3,6.0,0,2,1,2.0,2,27364.0,0
25.0,1,3,17.0,3,1,4,4.0,1,3.0,1,3.0,1,2,0,3.0,2,22938.0,0
26.0,2,1,,2,1,3,5.0,0,3.0,1,4.0,0,4,1,0.0,1,,0
32.0,0,3,,3,2,3,3.0,1,3.0,0,1.0,0,4,1,2.0,2,,0
33.0,1,3,22.0,3,1,3,3.0,1,5.0,2,6.0,0,3,1,0.0,2,20324.0,1
,1,1,7.0,2,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,,0
32.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,0,4,1,0.0,2,21162.0,0
,1,2,26.0,3,1,3,3.0,0,4.0,1,1.0,1,3,0,1.0,1,18669.0,1
49.0,1,3,9.0,3,1,3,4.0,1,3.0,0,4.0,0,5,1,1.0,2,22729.0,0
53.0,1,3,14.0,3,2,3,3.0,4,3.0,0,6.0,0,3,0,2.0,0,26836.0,0
35.0,1,3,35.0,3,1,4,5.0,1,3.0,1,3.0,0,5,1,1.0,2,25390.0,0
39.0,1,1,9.0,3,2,3,4.0,1,4.0,1,6.0,0,4,0,1.0,2,23533.0,1
60.0,1,3,7.0,1,2,4,4.0,3,3.0,0,5.0,1,2,0,2.0,3,30582.0,0
31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,0,1.0,2,20915.0,0
,0,3,16.0,2,2,2,3.0,1,3.0,1,2.0,1,1,1,1.0,2,,0
46.0,1,1,8.0,2,2,2,3.0,4,3.0,1,7.0,0,5,1,0.0,0,32861.0,0
38.0,1,1,18.0,3,1,4,6.0,1,4.0,1,7.0,0,4,1,1.0,2,23455.0,1
53.0,1,3,10.0,3,2,3,5.0,4,5.0,0,3.0,0,5,1,,0,35534.0,0
50.0,0,1,17.0,2,1,3,4.0,2,5.0,2,,1,3,0,1.0,4,37343.0,0
51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,0,1.0,0,28734.0,0
29.0,1,1,14.0,2,2,3,5.0,0,5.0,1,2.0,1,3,0,1.0,1,17119.0,1
55.0,1,3,19.0,3,2,2,1.0,4,3.0,2,7.0,1,3,1,1.0,0,28695.0,1
32.0,1,3,14.0,1,2,4,3.0,1,3.0,0,6.0,0,2,1,1.0,2,25607.0,0
37.0,1,1,16.0,2,1,2,3.0,0,5.0,1,1.0,1,3,1,0.0,1,17782.0,0
35.0,1,1,13.0,2,1,3,5.0,1,4.0,1,8.0,0,3,0,2.0,2,23183.0,0
23.0,1,1,26.0,2,2,3,3.0,1,3.0,2,1.0,0,4,1,2.0,2,17272.0,0
24.0,1,1,29.0,3,2,2,2.0,0,3.0,0,2.0,1,4,0,1.0,1,17725.0,0
27.0,1,3,36.0,3,2,3,4.0,1,3.0,1,7.0,0,5,1,1.0,2,22984.0,0
29.0,0,3,20.0,1,1,3,4.0,1,4.0,3,7.0,0,3,1,1.0,2,22545.0,1
41.0,1,1,26.0,3,2,2,4.0,1,3.0,1,2.0,1,1,1,1.0,2,21419.0,0
31.0,1,1,13.0,1,1,3,5.0,1,3.0,0,2.0,0,4,1,2.0,2,23305.0,0
33.0,0,3,12.0,2,2,3,4.0,1,4.0,1,3.0,0,3,1,2.0,2,25202.0,0
54.0,1,1,28.0,3,1,3,3.0,4,3.0,1,4.0,0,1,1,1.0,0,32426.0,0
38.0,0,1,15.0,2,2,3,3.0,1,5.0,1,5.0,0,3,0,2.0,2,21893.0,1
28.0,1,1,14.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17154.0,1
26.0,0,1,6.0,3,1,3,4.0,0,3.0,1,2.0,0,2,1,0.0,1,17007.0,0
41.0,1,3,12.0,2,1,3,3.0,3,3.0,2,4.0,1,1,0,0.0,3,28591.0,0
43.0,0,1,,3,1,3,2.0,0,3.0,2,5.0,0,3,0,2.0,1,19739.0,0
27.0,1,3,35.0,3,2,4,4.0,1,4.0,0,3.0,0,3,1,1.0,2,24950.0,0
19.0,0,1,,2,2,4,4.0,0,3.0,2,3.0,0,2,1,2.0,1,19729.0,0
53.0,1,1,15.0,2,1,3,4.0,0,5.0,0,2.0,0,1,1,2.0,1,21628.0,0
28.0,1,1,10.0,3,2,3,5.0,0,3.0,2,2.0,0,1,1,2.0,1,20723.0,0
41.0,1,3,8.0,2,1,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0,0
38.0,0,3,28.0,3,1,3,4.0,0,3.0,0,7.0,0,2,1,2.0,1,21651.0,0
28.0,1,3,30.0,3,1,3,5.0,1,3.0,1,3.0,0,1,1,2.0,2,22218.0,0
22.0,0,1,9.0,2,2,2,4.0,0,3.0,0,1.0,1,3,0,0.0,1,17853.0,1
